tweet_id,followers,date,message_detail,retweet_count,username,label;;
1488257069945864192,192,2022-02-01 00:05:10,@KriptoSudee Hedef 26.4 gelecek hocam izle ve gör,0,bengizokn,;;
"1488257096248446980,119805,2022-02-01 00:05:16,""#TKFEN - Tekfen İnşaat, Chiyoda Technip Adi Ortaklığı (CTJV) ile North Field East Onshore projesi EPC-1 paketine ait Common Offsites 2 genel işleri için sözleşmeyi imzalamıştır.  TEKFEN Katar’da 384 milyon dolarlık iş aldı. 53 ayda tamamlamayı planlıyor."",20,zeynepxaktas,";;
1488257099096367108,0,2022-02-01 00:05:17,@exxi3 #borsacıselim MRGYO suan yutupta borsacı selım bu hısse analız edıyor hıssesını merak eden ızleyebılır yayına katılıp hıssesını sorabılır nokta atıslarla super bılgılı bır hoca arkadaslar ızleyıp kendınız karar verın,0,SskrBar,;;
"1488257112350375940,412,2022-02-01 00:05:20,""RT @TulayDemir00: 📍Avrupa Parlementosu Milletvekili, önceki dönem Türkiye rapörtörü PKK uşağı @KatiPiri beni hedef göstermiş.  📍Bu twitinden sonra tüm PKK ve sözde Kürdistan sitelerinin hedefi olmuşum.  📍Beni hedef gösterdiklerine göre doğru yoldayım demek ki. Susmak yok❗️#KahrolsunPKK #HDPKK https://t.co/aT2YvcSoG7"",0,_AyCan61,";;
"1488257126166409221,57,2022-02-01 00:05:24,""RT @TulayDemir00: 📍Avrupa Parlementosu Milletvekili, önceki dönem Türkiye rapörtörü PKK uşağı @KatiPiri beni hedef göstermiş.  📍Bu twitinden sonra tüm PKK ve sözde Kürdistan sitelerinin hedefi olmuşum.  📍Beni hedef gösterdiklerine göre doğru yoldayım demek ki. Susmak yok❗️#KahrolsunPKK #HDPKK https://t.co/aT2YvcSoG7"",0,Ebl3434571,";;
1488257147829903362,2,2022-02-01 00:05:29,@oguzhanntorunn Hocam bu logo ve petun değirmen taşı gibi santim santim hareket ediyorlar.,0,ismail68150837,;;
1488257153550925824,298,2022-02-01 00:05:30,Koca Fener gerçekten Berke tribi çekiyorsa daha konuşulacak hiçbir şey kalmamış demektir. Uç Berke uçamaz mısın?,0,oe93,;;
"1488257164510695428,46,2022-02-01 00:05:33,""RT @mustfsnmz: CHP, Stratejik Planlama Teşkilatı’nı kuracağız diyor. Doğru hedef.  Doğru da, neden DPT değil de SPT?  DPT, bu ülkenin yüz akıdır. Geçmişte doğru yapılmış birkaç şey varsa, bunlardan biri DPT’dir.  DPT ye sahip çık @herkesicinCHP"",0,akilic955,";;
"1488257174354681860,740,2022-02-01 00:05:35,""RT @cigdm05: Hedef Erdoğan'dan destek ögrencilerden.👏👏 MEB'nin hayata geçirdiği """"Mesleki Eğitimde 1000 Okul"""" projesi kapsamında İstanbul Üsküdar'daki Cumhuriyet Çok Programlı Anadolu Lisesi'nin 500 kız öğrencisi, Bakanlığın okulda kurduğu iki mutfakta enfes lezzetler ortaya koyuyor. https://t.co/I7N7EZtV89"",0,serkancelikk_,";;
1488257175608774661,53,2022-02-01 00:05:35,RT @Trentdibi: #MNDRS saatlik görünüm https://t.co/t74ipWaYwS,0,Bercanzen2,;;
"1488257185838682116,57,2022-02-01 00:05:38,""RT @yunus_arslan_ya: ORGANİZE SUÇ!  NEDEN YALAN SÖYLÜYOR!  Dinsel  Ekonomik hedeflere ulaşmak amacıyla  Sivillere,  Belirlenen hedef gruplara Resmî,  Yerel  Genel yönetimlere yönelik  Baskı oluşturmak için sürekli yalan söylemek TERÖRİZMİN EN ETKİN METODUDUR  Haftanın yalanları https://t.co/UktkExwYSY"",0,Ebl3434571,";;
1488257194101518345,22,2022-02-01 00:05:40,RT @PolyKripto: 2022 yılı #kriptopara #altcoin sepetim   🔽Mutlaka değerlendirin🔽  1.#BTC  #blockchain 2.#ETH 3.#SOL 4.#DOGE 5.#FTM 6.#ATOM  #Metaverse 7.#MANA  8.#AXS 9.#STARL 10.#RACA 11.#CEEK 12.#CHZ 13.#SAND  #web3 14.#ENJ 15.#LINK 16.#HOT 17.#DOT  #Defi 18.#AVAX  19.#DYDX  20.#LUNA   🤑😎,0,ozcan3401,;;
1488257195787575307,0,2022-02-01 00:05:40,@arici2828 #borsacıselim MRGYO suan yutupta borsacı selım bu hısse analız edıyor hıssesını merak eden ızleyebılır yayına katılıp hıssesını sorabılır nokta atıslarla super bılgılı bır hoca arkadaslar ızleyıp kendınız karar verın,0,SskrBar,;;
1488257209490358272,192,2022-02-01 00:05:43,@Aygan3407 Hedef 2071🤣,0,yorgunbimuhalif,;;
1488257221448376325,6360,2022-02-01 00:05:46,@guloglu_mustafa @HYaseminGuloglu @ArkeyMetin @ishakovet @Ayintapli4 @Karakanun @furkanketen44 @AntalyaKutlu @44hakan34 @hudayi_hh @rider01tr @medinegida1974 @saliheslem @OztopNurullah @SinanAkyuz73 @AkTeskilattan @AkdenizHalil @oguz_gns Uyanın Artık Hedef Türkiye ve Sayın @RTErdogan Hainlerin Amaçları İse Ülkeyi Karıştırmak   Ülkemizin Bekası İçin Mücadele Eden Cumhurbaşkanımızın Milletinden Başka Kimsesi Yoktur. Uyumayın Hainlere  fırsat vermeyin @RTErdogan ın Etrafındaki Tehlike Geçene kadar Yalnız Bırakmayın https://t.co/EnSG7hv7VQ,2,BIROLTASTAN06,;;
1488257233687396360,53,2022-02-01 00:05:49,RT @Trentdibi: #emkel günlük görünüm https://t.co/H44PDpVU5C,0,Bercanzen2,;;
1488257232873660426,116,2022-02-01 00:05:49,RT @AybasOzgur: Belgeselimizin Fragmanı tmm devamı çok yakında Slot YouTube kanalında yayında   “La Casa De Tekel “ https://t.co/3irXrqWYiH,0,Baranyumli,;;
1488257245640945666,53,2022-02-01 00:05:52,RT @Trentdibi: #ideas #ıdeas günlük görünüm  Düşen kırılımı yaklaşmış. Yön nereye olacak ? https://t.co/OAx9cySOhx,0,Bercanzen2,;;
1488257251467005952,211,2022-02-01 00:05:53,RT @HalilOzturk60: ÖnceAvrupa Parlementosu milletvekili Kati Piri daha sonrasında PKK uzantılı siteler Daily Sabah yazarı Tülay Demir'i direk resmini kullanarak hedef göstermeye başladı. Köpekler havlamaya başladığına göre Tülay bunların kuyruğuna sağlam bastı demektir..Helal olsun Tülay Demir,0,isa8_sa,;;
"1488257250758213637,12,2022-02-01 00:05:53,""RT @zeynepxaktas: #TKFEN - Tekfen İnşaat, Chiyoda Technip Adi Ortaklığı (CTJV) ile North Field East Onshore projesi EPC-1 paketine ait Common Offsites 2 genel işleri için sözleşmeyi imzalamıştır.  TEKFEN Katar’da 384 milyon dolarlık iş aldı. 53 ayda tamamlamayı planlıyor."",0,AbdullahYORGAN1,";;
1488257286048997377,6880,2022-02-01 00:06:02,@hmsiszlahmaccun Tek hedef mutluluk çiçem,0,dafyjoee,;;
1488257288754368515,20,2022-02-01 00:06:02,FUI QUOTADO POR UM LIBERTARIO MISERICORDIA DEUS TIRE O TWITTER DE MIM AGORA,0,vucr0,;;
1488257295595278338,134104,2022-02-01 00:06:04,RT @AsliAyDincer: CHP’nin hedef göstermesine inat bu sitede mücadele eden hesapları tweetin altına yazalım herkes takip etsin.  Benim takip önerilerim👇🏼  @ovencomer @Yusaisback @TheLaikYobaz @medyaadami @themarginale  @EmreEfser @teomandragonov @EremSenturk @mehmet_sntrk @makifshukur @Oghuz_Khan_,0,AsliAyDincer,;;
1488257295519817729,8,2022-02-01 00:06:04,Elinizi kimin tuttuğu önemli.... #BIST100Sirketler #SOKM  #CEOEM https://t.co/ZVFXnR1J5G,0,thedeli35,;;
1488257318320054278,99,2022-02-01 00:06:09,RT @borsaemre: arabamız froto dan evimizin demiri ereğliden teksitilimz sasa-aksa dan beyaz eşyamız vesbeden evin camları şişeden deterjanımz alkimden  elektriğimz enjsa dan traktörümüz ttraktörden  çerezimizde hektaştan  olsun 😅😅,0,snowmanhacker,;;
"1488257324988960774,106,2022-02-01 00:06:11,""RT @sedarslann: Eren Erdem'in ve Kılıçdaroğlu'nun trol diye hedef gösterdiği Nevzat Kanlı   """"Çocuklarımın, eşimin, torunlarımın resimlerini paylaşarak beni hedef gösterdiler. Twitter kullanmasını bile bilmeyen bir insanım.""""  Bu adamın başına bir şey gelirse sorumlusu Kemal Kılıçdaroğlu’dur."",0,MamiMam29183932,";;
"1488257327165759488,6638,2022-02-01 00:06:11,""RT @gnyakgl2: Kılıçdaroğlu tarafından bizzat hedef gösterilen Son Laik Bükücü, @medyaadami ve @themarginale hesaplarına yoğun bir saldırı var.  Bu tweeti elden ele yayıp hesaplara olabildiğince destek olmalısınız.  Bizlere de destek düşer  DURMAK YOK YOLA DEVAM https://t.co/bmKXOyRTNK"",0,kimenekikimene3,";;
1488257332396138507,206,2022-02-01 00:06:13,Bu saatten sonra atılacak kurşunlarda hedef gözetilmeyecektir. Gece Üçe kadar hayatta kalmak için elinizden geleni yapın. İyi şanslar...   #mandalradyo https://t.co/3cZ4OH6Lka,0,Pijamali1pamda,;;
"1488257339203407879,11864,2022-02-01 00:06:14,""RT @kemalcicek06: Babacan anlaşılan Mehmetçiği hedef almaya başlamış,13 yıl bakanlık yapmış olan muhterem,Cizre'de bir gencin hayatını kaybettiği trafik kazasının askeri zırhlı araçla yapıldığını iddia ederken,Cizre Belediyesi,kazasının belediyeye ait araçla yapıldığını açıklamış,oy için değer mi! https://t.co/oiP3ZGtdQx"",0,hErcanK2,";;
"1488257336208678918,68,2022-02-01 00:06:14,""@karadami_Jimmy Yükselen hisselerde x2,x3 hedef fiyatlar, düşenlerde patrona, tahtacıya, spkya küfürler. Boş kalınca bakıyorum. 🤷‍♂️"",0,user_x_x_x,";;
"1488257339568398345,704,2022-02-01 00:06:14,""RT @zeynepxaktas: #TKFEN - Tekfen İnşaat, Chiyoda Technip Adi Ortaklığı (CTJV) ile North Field East Onshore projesi EPC-1 paketine ait Common Offsites 2 genel işleri için sözleşmeyi imzalamıştır.  TEKFEN Katar’da 384 milyon dolarlık iş aldı. 53 ayda tamamlamayı planlıyor."",0,birisi060,";;
1488257347222917120,12,2022-02-01 00:06:16,RT @Fibonaaccii: #KARTN 4s lik görünüm. https://t.co/TvxhU3EpAj,0,Bilser18,;;
1488257367032709130,332,2022-02-01 00:06:21,Sistemler sinyal üretmemiştir. #SERVE ve #NTGAZ analiz edilmiştir.  #SNGYO #TSGYO #BSOKE #NETAS #DAGI #VAKKO #EUKYO #GLYHO #SOKM https://t.co/bgeL6xAYxh,0,BJK_Coccinella,;;
1488257371130535943,6360,2022-02-01 00:06:22,Uyanın Artık Hedef Türkiye ve Sayın @RTErdogan Hainlerin Amaçları İse Ülkeyi Karıştırmak   Ülkemizin Bekası İçin Mücadele Eden Cumhurbaşkanımızın Milletinden Başka Kimsesi Yoktur. Uyumayın Hainlere  fırsat vermeyin @RTErdogan ın Etrafındaki Tehlike Geçene kadar Yalnız Bırakmayın https://t.co/4oAllSfzol,0,BIROLTASTAN06,;;
1488257391716093952,463,2022-02-01 00:06:27,La Casa De Papel’e başladım.Evet daha önce izlememiştim.Evet hiç izlememiştim.,0,CuneytBeey,;;
1488257399035211779,4,2022-02-01 00:06:29,@Pisborsaci kontr hakkında ne düşünüyorsunuz,0,Baron_080,;;
1488257417221754880,2,2022-02-01 00:06:33,@AydemEnerji soyguncusunuz SOYGUNCUUUUU anneme gonderdiginiz fatura nedir?? Ayrintili faturada yok msj atıyorsunuz!! 414 ne lan?? Evde tv calisiyor sadece tek basina yasil bi kadin nasil kullansin bukadar elektrigi   #AYDEM,0,pinkfluu,;;
1488257426331783174,147,2022-02-01 00:06:35,#arclk Bu borçlanma haberi tam bir rezalet  sen karını hisse geri alımına  ayır. Bilançoda  mıktar olarak gerile  pazar payı kaybet   şimdide git bir milyar usd borçlanmak için yetki iste  #skp Bu rezalete onay vermemsi  göreve,0,farukborsaci,;;
1488257427002822668,47,2022-02-01 00:06:35,RT @SanayiCocuklar: Samsun Canik'te VAHŞET! Belediyelerin şehirden toplayıp ormana attığı hayvanlar CANİLERİN kurşunlarına HEDEF TAHTASI olup vücudu delil deşik edilmiş şekilde CAN VERİYOR. @TCSamsunValilik Sn.Vali @zulkifdagli Gereğini talep ediyoruz. @RTErdogan @suleymansoylu @CK_Samsun @mahmutlu https://t.co/mnLgKganmb,0,JulyetSalim,;;
1488257454047694856,9018,2022-02-01 00:06:42,RT @BIROLTASTAN06: @guloglu_mustafa @HYaseminGuloglu @ArkeyMetin @ishakovet @Ayintapli4 @Karakanun @furkanketen44 @AntalyaKutlu @44hakan34 @hudayi_hh @rider01tr @medinegida1974 @saliheslem @OztopNurullah @SinanAkyuz73 @AkTeskilattan @AkdenizHalil @oguz_gns Uyanın Artık Hedef Türkiye ve Sayın @RTErdogan Hainlerin Amaçları İse Ülkeyi Karıştırmak   Ülkemizin Bekası İçin Mücadele Eden Cumhurbaşkanımızın Milletinden Başka Kimsesi Yoktur. Uyumayın Hainlere  fırsat vermeyin @RTErdogan ın Etrafındaki Tehlike Geçene kadar Yalnız Bırakmayın https://t.co/EnSG7hv7VQ,0,ishakovet,;;
1488257464885780482,562,2022-02-01 00:06:44,RT @son_temettucu: #eregl biriktirmeye devam. 33.500 lota ulaştım. 40 bin lot hedefine adım adım yaklaşıyorum. Bana ucuzdan alım fırsatını verdiği için piyasaya teşekkürü borç bilirim😊 https://t.co/fRVTBbTYOA,0,GezginnnB,;;
1488257462096572420,0,2022-02-01 00:06:44,@Cappadokyal1 #borsacıselim KNFRT suan yutupta borsacı selım bu hısse analız edıyor hıssesını merak eden ızleyebılır yayına katılıp hıssesını sorabılır nokta atıslarla super bılgılı bır hoca arkadaslar ızleyıp kendınız karar verın,0,SskrBar,;;
1488257478693433346,104,2022-02-01 00:06:48,RT @Yadani161: Herkese Merhaba   KalpYarası bu akşam atv'de lütfen televizyonu aç  MENTİON ETKİNLİĞ HEDEF:15000 Mentions  Etiket : #HesaplaşmaZamanı https://t.co/fQSrIF5oEO,0,saraayfer8,;;
1488257482510249988,1008,2022-02-01 00:06:48,RT @haberveritas: Beni de hedef göstermişliği olan “Son  Laik Bükücü” Kanlı Canlı Nevzat buymuş demek….#TrollerİfsaOldu   https://t.co/67HazJhqHk,0,marikantarci,;;
1488257489875394564,1282,2022-02-01 00:06:50,RT @medyaadami: Erdoğan imzalı belge dedi sahte çıktı  Küfürbaz Lütfü’yle açılış yaptı   Troller deyip masum insanları hedef aldı   Fakirlik edebiyatı yaptığı odanın gecelik fiyatı 102.300 TL çıktı  Senden daha büyük troll mü var be @kilicdarogluk ?  #TrollAmca https://t.co/KfvLwDUbm8,0,demirtasmustaf5,;;
1488257489346998277,118,2022-02-01 00:06:50,amtiny 10. ay saka mi daha dun aminiza fener sokuyodum,0,saixtz,;;
1488257494438887433,723,2022-02-01 00:06:51,RT @medyaadami: Erdoğan imzalı belge dedi sahte çıktı  Küfürbaz Lütfü’yle açılış yaptı   Troller deyip masum insanları hedef aldı   Fakirlik edebiyatı yaptığı odanın gecelik fiyatı 102.300 TL çıktı  Senden daha büyük troll mü var be @kilicdarogluk ?  #TrollAmca https://t.co/KfvLwDUbm8,0,Gzc110,;;
1488257513149636610,20,2022-02-01 00:06:56,#PENGD yarın ekmek çıkar bundan https://t.co/6BNr9IPIn9,0,TheEmre132,;;
1488257525027909644,12378,2022-02-01 00:06:59,RT @medyaadami: Erdoğan imzalı belge dedi sahte çıktı  Küfürbaz Lütfü’yle açılış yaptı   Troller deyip masum insanları hedef aldı   Fakirlik edebiyatı yaptığı odanın gecelik fiyatı 102.300 TL çıktı  Senden daha büyük troll mü var be @kilicdarogluk ?  #TrollAmca https://t.co/KfvLwDUbm8,0,gulkag1998,;;
1488257541956153348,1794,2022-02-01 00:07:03,RT @AsliAyDincer: CHP’nin hedef göstermesine inat bu sitede mücadele eden hesapları tweetin altına yazalım herkes takip etsin.  Benim takip önerilerim👇🏼  @ovencomer @Yusaisback @TheLaikYobaz @medyaadami @themarginale  @EmreEfser @teomandragonov @EremSenturk @mehmet_sntrk @makifshukur @Oghuz_Khan_,0,ReSaTTCaNN,;;
1488257544141381638,319,2022-02-01 00:07:03,RT @haberveritas: Beni de hedef göstermişliği olan “Son  Laik Bükücü” Kanlı Canlı Nevzat buymuş demek….#TrollerİfsaOldu   https://t.co/67HazJhqHk,0,4yorukbeyi,;;
1488257549476507649,0,2022-02-01 00:07:04,@TraderMarjist #borsacıselim KNFRT suan yutupta borsacı selım bu hısse analız edıyor hıssesını merak eden ızleyebılır yayına katılıp hıssesını sorabılır nokta atıslarla super bılgılı bır hoca arkadaslar ızleyıp kendınız karar verın,0,SskrBar,;;
1488257545580040192,363,2022-02-01 00:07:04,Vestl Hissesi En Çok Hangi Kurumlarda Var?https://t.co/ORextuiOXy  #vestl #VESBE #bist100 #bist,0,DetayHisse,;;
1488257580728299526,1225,2022-02-01 00:07:12,hayata yemin ederim bir Fener bir de şu karenin yaşanması hayaliyle tutunuyorum https://t.co/6iKLj77Df9,0,SinyorRiq10,;;
"1488257599627800580,4646,2022-02-01 00:07:16,""RT @TulayDemir00: 📍Avrupa Parlementosu Milletvekili, önceki dönem Türkiye rapörtörü PKK uşağı @KatiPiri beni hedef göstermiş.  📍Bu twitinden sonra tüm PKK ve sözde Kürdistan sitelerinin hedefi olmuşum.  📍Beni hedef gösterdiklerine göre doğru yoldayım demek ki. Susmak yok❗️#KahrolsunPKK #HDPKK https://t.co/aT2YvcSoG7"",0,RTEReisAysun,";;
"1488257605273272324,14,2022-02-01 00:07:18,""RT @e_atila: Yalan söylüyorlar,yalanları ortaya çıkmadan daha büyük bir yalan söylüyorlar,sadece ve sürekli yalan söylüyorlar,sonra hedef gösterip korkmamızı sinmemizi susmamızı istiyorlar,korkmadık korkmuyoruz,korkmacağız ve asla susmayacağız."",0,AkbeyHusrev,";;
1488257612957339659,425,2022-02-01 00:07:20,fener sinan bolat'tan sonra uğur çiftçi'yi alırsa bi daha fener maçı izlemem aq,0,merterenedk,;;
1488257636176961545,5166,2022-02-01 00:07:25,Bugün AYDEM ilçede 30 Ocak tarihinde saatlerini okudukları abonelere mesaj gönderdi faturaları esas  almayın yeniden düzenleme yapacağız diye arkadaş da diyor ki reis bize fazla gelmiş düzeltecekler diye öğleden sonra baktım bizim ki küfrediyor rakam düşecek ken yükseldi diye:),0,RMalakc,;;
"1488257634314723331,4020,2022-02-01 00:07:25,""🔸Türkiye ‘nin #Altın (109 ton 6.3 milyar dolar değerinde) üretimine ciddi katkı sağlayacak Bilecik Söğüt maden sahasında Tesis kuruluma geçirilirken, bakanlıktan beklenen teşvik belgesi de çıktı.  #Gubrf #xauusd $gld https://t.co/hhvcyFvbKX"",0,ArslanNc,";;
1488257637137489922,0,2022-02-01 00:07:25,@arasmurat01 #borsacıselim KNFRT suan yutupta borsacı selım bu hısse analız edıyor hıssesını merak eden ızleyebılır yayına katılıp hıssesını sorabılır nokta atıslarla super bılgılı bır hoca arkadaslar ızleyıp kendınız karar verın,0,SskrBar,;;
1488257637670129667,4,2022-02-01 00:07:25,@zeynepxaktas kontr hakkında ne düşünüyorsunuz,0,Baron_080,;;
1488257645836484616,1209,2022-02-01 00:07:27,#CELHA yarın iş yapacak mı izliyoruz..  #bist100 #XU100 #BORSA #BorsaIstanbul #XU100 #Xu030 #viop30 #viop #BIST30 https://t.co/p2jmjwco7N,2,mert_sarikan,;;
"1488257654799622148,105,2022-02-01 00:07:30,""RT @zeynepxaktas: #TKFEN - Tekfen İnşaat, Chiyoda Technip Adi Ortaklığı (CTJV) ile North Field East Onshore projesi EPC-1 paketine ait Common Offsites 2 genel işleri için sözleşmeyi imzalamıştır.  TEKFEN Katar’da 384 milyon dolarlık iş aldı. 53 ayda tamamlamayı planlıyor."",0,cobanogluuuuu,";;
1488257664387854336,22,2022-02-01 00:07:32,Mavi bandın alt seviyesinden gelen tepki sonrası yatay bölgeden çıkış dikkat çekici bir hacimle olmuş. Bir sonraki önemli fiyat aralığı olan üst mavi banda hareketi beklenebilir. #HEKTS https://t.co/Hg3iW0ei8Z,0,ahmetbozkurtdb,;;
"1488257666350829573,6,2022-02-01 00:07:32,""RT @omrardc: birikimli sanal portföyümüzde ilk ayımızı tamamladık %1,45 totalde zarardayız iki hissemiz artıda diğerleri ekside kapattı. yolumuz uzun ve bereketli olsun inşallah #eregl #aksa #vesbe #toaso ile temetttü #sasa ve #hekts ile büyüme hisseleriyle birikim yapmaya devam #uvy https://t.co/tpu7HbIKBC"",0,seyma_arduc,";;
1488257663792209923,363,2022-02-01 00:07:32,Turps Hissesi En Çok Hangi Kurumlarda Var? https://t.co/lUkDF1riO2  #tuprs #bist100 #bist,0,DetayHisse,;;
1488257670222159882,180,2022-02-01 00:07:33,RT @fintables: $GRNYO 2021/12 finansal tabloları açıklandı.    Detaylı analiz için: https://t.co/1q3ncv8aMq #GRNYO https://t.co/6XE0MnwGaO,0,kral_lidya,;;
1488257686441537540,2,2022-02-01 00:07:37,RT @724_bodrum: Bodrum Aydem önünde elektriğe yapılan zam protesto edildi! Gelen faturalara isyan eden Bodrum'da yaşayan vatandaşlar tepkilerini Aydem önünde gösterdi. #bodrum #aydem https://t.co/V2SX3ON9NF,0,pinkfluu,;;
1488257688802889729,1646,2022-02-01 00:07:38,#SISE  Sıkışmanın sonuna geldi kendini ne tarafa doğru atacak acaba? Görüşü olan var mı?  #bist #xu100 #şişecam https://t.co/JsdNwP4t1h,0,BorsaFabrikasi,;;
"1488257700341469186,21,2022-02-01 00:07:40,""RT @slot_media: Alkol ve tütün mamullerine gelen son zamlar, kimilerine göre toplum sağlığına yönelik tehdit kimilerine göre yaşam tarzına müdahale... Yeni belgeselimiz """"La Casa De Tekel"""" yakında Slot, Youtube kanalında yayında!  @ozanbingoll  @AybasOzgur https://t.co/MQUXxf9wNK"",0,i_mamati,";;
"1488257696822435847,8,2022-02-01 00:07:40,""RT @Defence_Turk: 🔴🇹🇷TUSAŞ, ŞİMŞEK'in süpersonik versiyonunu geliştiriyor  🔸TUSAŞ Genel Müd. Yard. Ömer Yıldız: Hem süpersonik hızları geçmeyi hem de 0,8-0,9 mach'larda uçacak yüksek hızlı hedef uçak yapmayı amaçlıyoruz. 🖇️ @TUSAS_TR @ismailumut"",0,kursad_sagdoken,";;
"1488257705164918784,0,2022-02-01 00:07:42,""@bakutiaa ya da.. soyledigi sacma sapan, potaya girince kitlesi ve taninirligi kendinden yuksek olan ve nedensiz bir sekilde 2020'den sonra da programlarda, katildigi yerlerde konustugu, kendisine garezi olmayan nisayi hedef alarak dusmus popularitesini yukseltmeyi hedefleyen bir evrim var"",0,crywme0,";;
1488257706758754305,363,2022-02-01 00:07:42,Tuclk Hissesi En Çok Hangi Kurumlarda Var? https://t.co/i583In5uDb  #TUCLK #bist100,0,DetayHisse,;;
1488257721610686465,4,2022-02-01 00:07:45,@AzadJindar Azad hocam iyi geceler yayını dinliyorum ama konusmacı olarak katılamıyorum mümkünse tmsn yorumu 🙏☺️,0,Yavuzen27381247,;;
1488257739797286918,0,2022-02-01 00:07:50,@universeeea #borsacıselim KNFRT suan yutupta borsacı selım bu hısse analız edıyor hıssesını merak eden ızleyebılır yayına katılıp hıssesını sorabılır nokta atıslarla super bılgılı bır hoca arkadaslar ızleyıp kendınız karar verın,0,SskrBar,;;
1488257743127564290,363,2022-02-01 00:07:51,Tspor Hissesi En Çok Hangi Kurumlarda Var? https://t.co/3CBQNQWoZL  #TSPOR #FENER #BJKAS #gsaray #bist100,0,DetayHisse,;;
"1488257755194568707,27,2022-02-01 00:07:53,""RT @finansal_ozgur: Bugün #toaso şirketinin ana sözleşmesini okudum. Bazı detayları sizlerle de paylaşayım  - Sirketin sermayesi 500 milyon lira. Yani 500 milyon lotdan oluşuyor - Fiat, şirketin %37.85ine sahip - Koç Holding şirketin %37.59una sahip. Koç ailesinde bulunanlarla birlikte %37.85  +++"",0,guguKKusu0001,";;
1488257756389949443,16,2022-02-01 00:07:54,@chabyhan Çabi come to fener,0,neolmuskiyine,;;
1488257757430091779,49,2022-02-01 00:07:54,#basgz ne zaman alsak önce ker sonra zarar yazıyor... Bi kerede şaşırt be mg kağıdı. https://t.co/bTLCd94swe,0,Selahat73063419,;;
1488257770310848524,136,2022-02-01 00:07:57,@u_ibrahim_altay İstanbul Balatta sivlilik ve fener alayı tertipledik bizde başkanım. Konyamizin ve kültürümüzün tanıtımı olarak bizde varız. Bizide sereflendirirseniz onur duyarız. İrtibat 05325907288 Mehmet AYDINLI,0,karincamhmt,;;
1488257781031485449,670,2022-02-01 00:08:00,RT @medyaadami: Erdoğan imzalı belge dedi sahte çıktı  Küfürbaz Lütfü’yle açılış yaptı   Troller deyip masum insanları hedef aldı   Fakirlik edebiyatı yaptığı odanın gecelik fiyatı 102.300 TL çıktı  Senden daha büyük troll mü var be @kilicdarogluk ?  #TrollAmca https://t.co/KfvLwDUbm8,0,Cibaraygir,;;
1488257782222573568,363,2022-02-01 00:08:00,Tknsa Hissesi En Çok Hangi Kurumlarda Var? https://t.co/c4dJL8GuYH  #TKNSA #BorsaIstanbul,0,DetayHisse,;;
1488257796210630657,229,2022-02-01 00:08:03,Fener hiç ölmez gülüm ama sen bir sabah ölür beni bırakıp gidersin,0,silaa_fbb,;;
"1488257797238185987,45,2022-02-01 00:08:04,""#NATEN #arsan #erbos  Ben teknikten hiç haz etmem onu çizende cizdirende paradır, temel  herşeydir,bu üç hissenin temeli tekniginide güzelleştirecektir.baharda çiçekler açacak burada,zaman herşeyin ilacıdır."",0,Mancnk78,";;
1488257803575779331,0,2022-02-01 00:08:05,#AliKocİstifa  etse nolacak acıların takımı fener digitürk ün kablolarını keserken gs sahanızda şampiyon olduğunda hasetinizden ışıkları söndürürken iyiydi değil mi?,0,EBozucu1,;;
1488257813189169156,59,2022-02-01 00:08:07,@misstraderr Dayılara hedef tahtası olmaya hazırmısın 🤣🤣🤣🤣 bu neçe tiwittir 😁😁,0,afp_mustafa,;;
1488257823771406349,11,2022-02-01 00:08:10,RT @borsaemre: sıcak haber #hektas #ttrak https://t.co/luLFWJpFFw,0,Nihat76937738,;;
1488257823465160706,363,2022-02-01 00:08:10,Trilc Hissesi En Çok Hangi Kurumlarda Var? https://t.co/6dmuaJ6YET  #TRILC #bist100 #bist,0,DetayHisse,;;
"1488257828779438081,100,2022-02-01 00:08:11,""RT @AjansMuhbir: Tekel Bayiler Platformu Başkanı Özgür Aybaş, alkol ve sigara fiyatları için çektikleri “La Casa de Tekel” isimli belgeselin fragmanını yayınladı.   https://t.co/hk2VcrKosR"",0,qokhanyilmaz,";;
1488257834164883463,0,2022-02-01 00:08:12,@CrazyCr09315702 @LOSTROMO27 @universeeea #borsacıselim KNFRT suan yutupta borsacı selım bu hısse analız edıyor hıssesını merak eden ızleyebılır yayına katılıp hıssesını sorabılır nokta atıslarla super bılgılı bır hoca arkadaslar ızleyıp kendınız karar verın,0,SskrBar,;;
1488257846961713158,47,2022-02-01 00:08:15,RT @medyaadami: Erdoğan imzalı belge dedi sahte çıktı  Küfürbaz Lütfü’yle açılış yaptı   Troller deyip masum insanları hedef aldı   Fakirlik edebiyatı yaptığı odanın gecelik fiyatı 102.300 TL çıktı  Senden daha büyük troll mü var be @kilicdarogluk ?  #TrollAmca https://t.co/KfvLwDUbm8,0,ahmettt358,;;
1488257850610790402,6360,2022-02-01 00:08:16,Uyanın Artık Hedef Türkiye ve Sayın @RTErdogan Hainlerin Amaçları İse Ülkeyi Karıştırmak   Ülkemizin Bekası İçin Mücadele Eden Cumhurbaşkanımızın Milletinden Başka Kimsesi Yoktur. Uyumayın Hainlere  fırsat vermeyin @RTErdogan ın Etrafındaki Tehlike Geçene kadar Yalnız Bırakmayın https://t.co/IjxkGIaE3j,0,BIROLTASTAN06,;;
